time_s,target_angle_rad,actual_angle_rad,target_ang_vel_rad_s,actual_ang_vel_rad_s,model_torque_nm,angular_acceleration_rad_s2
1.85,-0.35656330469532993,0.21512774530949497,2.1984704781322115,3.6254413105314587,0.05732979252934456,0.5732979252934456
1.86,-0.33440627360787434,0.2514117355098711,2.2325712648108347,3.628399020037613,0.029577095061540604,0.29577095061540604
1.87,-0.3119192239017271,0.28769741428235973,2.2644687731926845,3.62856787724886,0.0016885721124708652,0.016885721124708652
1.8800000000000001,-0.2891243475800532,0.32395678228873254,2.294131524288021,3.6259368006372816,-0.026310766115784645,-0.26310766115784645
1.8900000000000001,-0.2660441404337232,0.36016175377380527,2.321530244542741,3.620497148507274,-0.05439652130007744,-0.5439652130007744
1.9000000000000001,-0.24270137984068346,0.3962841802764447,2.34663789472784,3.612242650263942,-0.08254498243331909,-0.8254498243331909
1.9100000000000001,-0.21911910228743303,0.4322958737245058,2.36942969662387,3.6011693448061117,-0.11073305457830429,-1.107330545783043
1.92,-0.19532058063479604,0.4681686290138164,2.3898831574740447,3.5872755289310585,-0.13893815875053406,-1.3893815875053406
1.93,-0.17132930115041134,0.5038742461587531,2.407978092181884,3.570561714493669,-0.16713814437389374,-1.6713814437389374
1.94,-0.14716894033062766,0.5393845522491024,2.423696643231458,3.5510306090349326,-0.1953110545873642,-1.953110545873642
1.95,-0.12286334153465985,0.5746714232653608,2.4370232983106037,3.5286871016258368,-0.22343507409095764,-2.2343507409095764
1.96,-0.09843649145406828,0.6097068060430461,2.447944905619706,3.5035382777685293,-0.25148823857307434,-2.5148823857307434
1.97,-0.07391249644079323,0.6444627403115151,2.4564506868509315,3.4755934268468986,-0.2794485092163086,-2.794485092163086
1.98,-0.04931555871709425,0.6789113812245191,2.462532247825121,3.444864091300405,-0.3072933554649353,-3.072933554649353
1.99,-0.02466995249088174,0.7130250221589808,2.4661835867758275,3.411364093446172,-0.3349999785423279,-3.349999785423279
2.0,-1.9236706937217898e-16,0.7467761179310032,2.4674011002723395,3.3751095772022373,-0.3625451624393463,-3.625451624393463
2.0100000000000002,0.024669952490882052,0.7801373084589135,2.4661835867758275,3.3361190527910356,-0.38990524411201477,-3.8990524411201477
2.02,0.049315558717093866,0.8130814428137377,2.462532247825121,3.294413435482419,-0.4170561730861664,-4.170561730861664
2.0300000000000002,0.07391249644079285,0.8455816035974998,2.4564506868509315,3.2500160783762104,-0.443973571062088,-4.43973571062088
2.04,0.09843649145406792,0.877611131798359,2.447944905619706,3.2029528200859194,-0.4706325829029083,-4.706325829029083
2.05,0.12286334153465876,0.9091436517649558,2.4370232983106046,3.1532519966596726,-0.49700823426246643,-4.970082342624664
2.06,0.14716894033062727,0.9401530965681881,2.423696643231458,3.1009444803232316,-0.5230751633644104,-5.230751633644104
2.07,0.17132930115041026,0.970613733452395,2.4079780921818843,3.0460636884206895,-0.5488079190254211,-5.488079190254211
2.08,0.19532058063479565,1.0005001895547605,2.389883157474045,2.9886456102365617,-0.5741807818412781,-5.741807818412781
2.09,0.21911910228743267,1.029787477416102,2.36942969662387,2.92872878613416,-0.5991682410240173,-5.991682410240173
